avg_overall,avg_potential,avg_value_eur,avg_international_reputation,avg_pace,avg_shooting,avg_passing,avg_defending,avg_physic,std_overall,min_overall,max_overall,strength
80.27272727272727,82.63636363636364,29909090.90909091,1.9090909090909092,76.0,63.09090909090909,72.72727272727273,68.9090909090909,73.9090909090909,4.244782894116238,75,86,1495521.4695454547
79.63636363636364,81.54545454545455,20763636.363636363,2.090909090909091,66.9090909090909,59.72727272727273,69.63636363636364,70.81818181818181,77.9090909090909,5.427204202399745,75,90,1038247.4061363636
77.27272727272727,80.63636363636364,9672727.272727273,1.5454545454545454,72.18181818181819,66.54545454545455,72.0,48.90909090909091,66.72727272727273,2.5725827135743993,75,84,483699.48545454553
78.0,79.45454545454545,17136363.636363637,1.4545454545454546,70.18181818181819,56.45454545454545,65.9090909090909,66.18181818181819,75.27272727272727,3.7682887362833544,75,86,856881.8531818182
77.0,78.63636363636364,11372727.272727273,1.3636363636363635,70.81818181818181,63.81818181818182,69.9090909090909,51.18181818181818,66.72727272727273,2.32379000772445,75,81,568698.7861363636
78.63636363636364,81.81818181818181,17681818.181818184,1.4545454545454546,72.27272727272727,60.09090909090909,64.9090909090909,63.09090909090909,74.0909090909091,2.579640566928938,75,83,884154.9943181819
76.72727272727273,79.18181818181819,11765909.090909092,1.4545454545454546,73.72727272727273,64.27272727272727,66.81818181818181,58.90909090909091,73.54545454545455,2.370270410350224,75,83,588359.254090909
79.45454545454545,80.36363636363636,22081818.181818184,1.4545454545454546,76.0,68.9090909090909,71.81818181818181,62.09090909090909,73.0,4.412791324403101,75,89,1104157.2572727273
77.36363636363636,79.45454545454545,15254545.454545455,1.5454545454545454,73.72727272727273,66.54545454545455,73.0,59.0,72.18181818181819,3.1708903252155305,75,85,762792.1943181818
77.18181818181819,78.9090909090909,12636363.636363637,1.3636363636363635,72.81818181818181,63.09090909090909,68.81818181818181,62.09090909090909,70.72727272727273,2.4826671874490875,75,84,631882.1406818182
78.63636363636364,80.9090909090909,18845454.545454547,1.6363636363636365,71.54545454545455,61.27272727272727,68.45454545454545,65.36363636363636,73.63636363636364,3.557322793133265,75,86,942337.4734090911
78.36363636363636,79.9090909090909,16838636.363636363,1.2727272727272727,69.72727272727273,65.27272727272727,68.0,58.27272727272727,75.36363636363636,3.0090771765684994,75,84,841996.1122727273
77.54545454545455,79.18181818181819,11872727.272727273,1.5454545454545454,73.18181818181819,67.0,69.27272727272727,55.09090909090909,72.72727272727273,3.3275707765165974,75,86,593700.5343181819
77.72727272727273,80.81818181818181,11100000.0,1.3636363636363635,74.54545454545455,67.45454545454545,72.27272727272727,54.45454545454545,67.9090909090909,1.618079669911781,75,80,555064.3029545455
77.0,79.18181818181819,13263636.363636363,1.3636363636363635,75.27272727272727,67.63636363636364,71.0,53.72727272727273,69.81818181818181,2.7202941017470885,75,84,663245.8784090908
77.45454545454545,78.27272727272727,7872727.2727272725,1.6363636363636365,78.9090909090909,68.9090909090909,73.9090909090909,54.45454545454545,67.45454545454545,2.910794955459294,75,84,393701.2543181819
78.0909090909091,81.0909090909091,16009090.909090908,1.4545454545454546,70.0,59.63636363636363,69.27272727272727,59.0,71.18181818181819,2.773248833211526,75,83,800517.9822727273
78.81818181818181,82.45454545454545,23800000.0,1.4545454545454546,71.18181818181819,62.81818181818182,72.18181818181819,71.54545454545455,75.36363636363636,3.4298157915019813,75,86,1190066.2602272728
77.0909090909091,80.27272727272727,12527272.727272727,1.3636363636363635,74.81818181818181,65.0909090909091,71.27272727272727,64.27272727272727,73.18181818181819,3.207944683268259,75,86,626428.8454545455
77.36363636363636,80.0909090909091,10581818.181818182,1.6363636363636365,68.0909090909091,59.81818181818182,66.81818181818181,65.18181818181819,76.9090909090909,2.5405797477240215,75,83,529154.8175
78.0,79.81818181818181,12227272.727272727,1.5454545454545454,70.0909090909091,66.0,71.18181818181819,65.27272727272727,73.9090909090909,2.8284271247461903,75,84,611428.9138636361
78.45454545454545,81.45454545454545,16227272.727272727,1.8181818181818181,75.27272727272727,62.54545454545455,72.36363636363636,60.45454545454545,68.63636363636364,3.205109557055308,75,84,811428.3899999999
79.45454545454545,80.81818181818181,15790909.090909092,1.8181818181818181,75.0909090909091,55.81818181818182,66.63636363636364,67.81818181818181,74.54545454545455,3.3871414603950734,75,86,789610.2597727274
79.18181818181819,81.81818181818181,18563636.363636363,1.9090909090909092,71.72727272727273,66.72727272727273,68.54545454545455,57.81818181818182,72.18181818181819,4.665151269105468,75,90,928246.5981818183
78.0,81.18181818181819,15327272.727272727,1.5454545454545454,74.27272727272727,66.0909090909091,69.18181818181819,61.81818181818182,73.36363636363636,3.1622776601683795,75,84,766428.7663636362
77.27272727272727,78.72727272727273,8245454.545454546,1.3636363636363635,72.36363636363636,60.81818181818182,67.54545454545455,62.45454545454545,68.27272727272727,1.7372915179041826,75,80,412336.0154545455
79.18181818181819,79.81818181818181,17236363.636363637,1.6363636363636365,72.0,63.18181818181818,71.81818181818181,62.09090909090909,74.72727272727273,3.600505015082796,75,87,861883.5102272729
77.27272727272727,81.0,12109090.909090908,1.2727272727272727,72.63636363636364,61.90909090909091,64.81818181818181,58.36363636363637,70.63636363636364,2.5725827135743993,75,83,605517.5922727272
76.81818181818181,79.63636363636364,9572727.272727273,1.5454545454545454,67.27272727272727,60.09090909090909,65.72727272727273,60.54545454545455,70.45454545454545,2.2279219832921355,75,82,478698.7854545456
78.0909090909091,80.0,15254545.454545455,1.5454545454545454,74.72727272727273,60.45454545454545,70.63636363636364,64.0909090909091,70.36363636363636,2.6628760937957834,75,83,762791.8313636364
77.9090909090909,79.18181818181819,11590909.090909092,1.3636363636363635,79.81818181818181,69.72727272727273,69.45454545454545,53.36363636363637,71.0,1.6403990645294488,75,81,579610.3906818181
77.18181818181819,78.18181818181819,11247727.272727273,1.6363636363636365,69.45454545454545,66.27272727272727,69.0,59.72727272727273,73.63636363636364,2.442055765873573,75,83,562450.4436363637
76.72727272727273,79.0909090909091,8318181.818181818,1.6363636363636365,72.36363636363636,69.63636363636364,67.9090909090909,47.0,70.63636363636364,1.7372915179041823,75,80,415972.07659090916
78.0,80.27272727272727,9854545.454545455,1.5454545454545454,65.0,59.72727272727273,68.72727272727273,67.9090909090909,75.0909090909091,2.0,75,82,492791.3765909091
76.9090909090909,77.63636363636364,9254545.454545455,1.2727272727272727,69.36363636363636,70.18181818181819,70.0909090909091,49.09090909090909,70.18181818181819,1.9725387425622576,75,81,462790.4015909091
76.72727272727273,80.45454545454545,11081818.181818182,1.0909090909090908,71.9090909090909,66.27272727272727,68.0909090909091,52.36363636363637,72.0,2.412090756622109,75,82,554154.1459090909
77.81818181818181,79.9090909090909,11709090.909090908,1.5454545454545454,68.27272727272727,63.0,68.9090909090909,60.81818181818182,67.9090909090909,2.4420557658735733,75,83,585517.8997727273
78.54545454545455,81.27272727272727,14609090.909090908,1.4545454545454546,75.81818181818181,64.36363636363636,72.27272727272727,62.09090909090909,71.72727272727273,2.8412545244534626,75,83,730520.0197727273
79.63636363636364,82.81818181818181,20536363.636363637,1.7272727272727273,77.0909090909091,71.27272727272727,74.81818181818181,48.90909090909091,67.63636363636364,5.005451573489195,75,89,1026883.6461363639
79.45454545454545,83.36363636363636,19490909.09090909,2.090909090909091,73.72727272727273,69.54545454545455,74.9090909090909,56.18181818181818,68.72727272727273,4.180039147272101,75,88,974611.2274999999
77.27272727272727,81.0909090909091,11696363.636363637,1.2727272727272727,68.0,61.54545454545455,68.36363636363636,66.36363636363636,74.0909090909091,1.848832555474351,75,80,584882.3047727273
79.27272727272727,80.63636363636364,14272727.272727273,2.0,68.27272727272727,65.54545454545455,69.54545454545455,63.45454545454545,75.36363636363636,3.7440862460928725,75,88,713701.635
77.0,77.72727272727273,6790909.090909091,1.4545454545454546,68.54545454545455,64.63636363636364,68.81818181818181,57.0,72.81818181818181,1.7888543819998317,75,80,339608.770909091
77.0909090909091,79.0909090909091,10272727.272727273,1.4545454545454546,71.9090909090909,64.9090909090909,68.0909090909091,59.27272727272727,72.81818181818181,2.467976720090587,75,82,513700.28340909095
77.45454545454545,79.45454545454545,10545454.545454545,1.2727272727272727,76.81818181818181,66.63636363636364,67.45454545454545,58.18181818181818,71.81818181818181,1.8090680674665818,75,81,527337.1715909091
77.9090909090909,78.72727272727273,9809090.909090908,1.3636363636363635,73.63636363636364,66.45454545454545,72.27272727272727,61.0,72.54545454545455,2.809076198843508,75,84,490519.70318181807
79.0,82.0,22172727.272727273,1.7272727272727273,74.63636363636364,64.54545454545455,70.54545454545455,58.0,75.18181818181819,4.266145801540309,75,88,1108701.6668181818
78.18181818181819,80.45454545454545,9718181.818181818,1.4545454545454546,70.27272727272727,55.36363636363637,62.27272727272727,62.54545454545455,75.9090909090909,2.9263691434329275,75,83,485971.9968181818
78.27272727272727,81.0,16409090.909090908,1.3636363636363635,73.72727272727273,67.18181818181819,70.27272727272727,60.36363636363637,71.9090909090909,2.969542358374741,75,84,820519.6518181817
79.36363636363636,81.9090909090909,24890909.09090909,1.6363636363636365,76.36363636363636,69.0,71.72727272727273,53.63636363636363,69.9090909090909,4.924890400257193,75,88,1244610.7527272727
78.0909090909091,79.63636363636364,13436363.636363637,1.5454545454545454,69.0,65.0909090909091,67.9090909090909,56.90909090909091,73.18181818181819,2.7001683449202,75,83,671881.9470454546
79.9090909090909,80.9090909090909,15209090.909090908,2.090909090909091,70.0909090909091,65.72727272727273,68.0909090909091,64.54545454545455,76.36363636363636,4.392141743034836,75,88,760520.2654545455
78.81818181818181,81.0,18409090.90909091,1.7272727272727273,73.72727272727273,66.27272727272727,70.72727272727273,57.36363636363637,72.27272727272727,3.0600059417648793,75,85,920519.5325
76.72727272727273,79.0909090909091,8763636.363636363,1.1818181818181819,71.72727272727273,65.54545454545455,65.27272727272727,56.63636363636363,72.81818181818181,1.7372915179041826,75,79,438245.05249999993
76.72727272727273,79.18181818181819,10681818.181818182,1.2727272727272727,72.36363636363636,62.45454545454545,64.36363636363636,58.45454545454545,74.18181818181819,1.6180796699117808,75,80,534154.0488636363
77.81818181818181,81.0,14200000.0,1.6363636363636365,74.45454545454545,67.36363636363636,71.36363636363636,47.18181818181818,67.0,2.960343960359398,75,83,710063.4168181819
78.45454545454545,81.36363636363636,16645454.545454545,1.6363636363636365,79.9090909090909,64.63636363636364,69.0909090909091,60.09090909090909,73.45454545454545,3.6156226673599767,75,86,832338.2225
77.36363636363636,79.27272727272727,8190909.090909091,1.5454545454545454,66.0909090909091,65.18181818181819,69.45454545454545,59.18181818181818,73.45454545454545,2.579640566928938,75,83,409609.1475
78.54545454545455,81.27272727272727,14027272.727272727,1.5454545454545454,71.63636363636364,68.0,68.36363636363636,49.81818181818182,71.81818181818181,2.5831622621754273,75,83,701427.45
77.81818181818181,78.54545454545455,10527272.727272727,1.5454545454545454,69.27272727272727,66.36363636363636,67.27272727272727,55.27272727272727,71.45454545454545,2.786330268226716,75,85,526427.0340909091
79.72727272727273,82.72727272727273,18945454.545454547,1.8181818181818181,74.72727272727273,55.81818181818182,66.72727272727273,73.45454545454545,76.0909090909091,3.9010488100229943,75,86,947338.402727273
80.18181818181819,81.72727272727273,22454545.454545453,1.7272727272727273,74.54545454545455,63.27272727272727,67.0909090909091,61.63636363636363,75.54545454545455,2.3587361793206894,76,83,1122792.7286363635
76.81818181818181,77.9090909090909,9300000.0,1.2727272727272727,67.0,60.18181818181818,62.09090909090909,65.18181818181819,75.0,1.6011359603844904,75,80,465062.76477272727
77.63636363636364,80.0,14345454.545454545,1.2727272727272727,73.45454545454545,61.36363636363637,65.72727272727273,59.09090909090909,73.45454545454545,1.2862913567871996,76,80,717336.3140909092
76.63636363636364,78.54545454545455,8372727.2727272725,1.0909090909090908,76.45454545454545,64.0,67.45454545454545,57.90909090909091,68.63636363636364,1.6292775867068983,75,80,418699.79409090907
77.81818181818181,79.0,13909090.909090908,1.6363636363636365,72.45454545454545,66.27272727272727,70.81818181818181,62.36363636363637,75.45454545454545,3.311138227805714,75,84,695519.8254545453
78.45454545454545,81.0,16036363.636363637,1.5454545454545454,71.36363636363636,73.54545454545455,72.81818181818181,53.63636363636363,72.54545454545455,2.5045413298101655,75,82,801883.6068181818
78.27272727272727,79.72727272727273,15618181.818181818,1.3636363636363635,73.9090909090909,64.27272727272727,71.45454545454545,58.36363636363637,72.9090909090909,2.5334130768948477,75,83,780973.8402272726
77.27272727272727,80.45454545454545,10654545.454545455,1.4545454545454546,71.0,60.36363636363637,70.72727272727273,65.0909090909091,73.72727272727273,2.4531982835029496,75,82,532791.6631818182
77.54545454545455,81.0909090909091,12345454.545454545,1.2727272727272727,75.45454545454545,65.54545454545455,71.0,50.54545454545455,65.27272727272727,2.3817487845545915,75,83,617336.0268181819
77.18181818181819,78.0909090909091,12118181.818181818,1.4545454545454546,70.0,61.63636363636363,71.0909090909091,69.18181818181819,74.27272727272727,2.9603439603593977,75,85,605973.9
77.54545454545455,79.72727272727273,13827272.727272727,1.6363636363636365,78.81818181818181,65.72727272727273,69.45454545454545,57.36363636363637,71.18181818181819,3.1737560197228887,75,85,691428.3461363637
78.36363636363636,79.81818181818181,15818181.818181818,1.5454545454545454,74.0,65.9090909090909,74.18181818181819,61.09090909090909,69.36363636363636,3.107176444063879,75,85,790974.3520454547
78.54545454545455,80.45454545454545,14236363.636363637,1.7272727272727273,73.0,62.72727272727273,70.18181818181819,62.36363636363637,73.9090909090909,3.6156226673599767,75,88,711883.1495454545
77.36363636363636,78.81818181818181,9695454.545454545,1.7272727272727273,76.72727272727273,65.63636363636364,67.81818181818181,51.36363636363637,71.54545454545455,2.73030134866931,75,84,484836.3618181819
77.81818181818181,79.36363636363636,11200000.0,1.4545454545454546,73.0,64.0909090909091,67.0,54.81818181818182,71.36363636363636,2.4420557658735733,75,82,560063.435909091
78.63636363636364,81.18181818181819,14772727.272727273,1.5454545454545454,74.63636363636364,64.36363636363636,68.27272727272727,58.18181818181818,71.72727272727273,3.3844564489065974,75,86,738700.8706818183
76.72727272727273,78.54545454545455,8918181.818181818,1.1818181818181819,76.81818181818181,68.63636363636364,69.18181818181819,52.09090909090909,70.0909090909091,1.6787441193290351,75,80,445972.9372727273
77.81818181818181,79.9090909090909,13254545.454545455,1.1818181818181819,77.72727272727273,71.18181818181819,72.18181818181819,56.0,72.72727272727273,2.2279219832921355,76,83,662792.9393181818
77.72727272727273,79.81818181818181,12909090.909090908,1.3636363636363635,70.0909090909091,59.18181818181818,66.0,68.27272727272727,71.0909090909091,2.2401298663653004,75,81,645518.2711363635
78.36363636363636,79.45454545454545,15372727.272727273,1.6363636363636365,74.45454545454545,69.54545454545455,66.0909090909091,48.09090909090909,72.0,2.4605985967941733,75,82,768700.0790909092
80.27272727272727,82.45454545454545,23136363.636363637,1.9090909090909092,75.18181818181819,63.09090909090909,71.0909090909091,63.90909090909091,70.9090909090909,4.474168282282397,75,86,1156884.0145454544
78.36363636363636,80.45454545454545,13681818.181818182,1.5454545454545454,70.27272727272727,62.0,70.18181818181819,69.63636363636364,75.0,3.074824459143229,75,84,684156.2786363637
77.54545454545455,78.0909090909091,7863636.363636363,1.6363636363636365,72.63636363636364,61.36363636363637,68.36363636363636,66.45454545454545,75.27272727272727,2.2522715805886446,75,83,393246.4779545454
76.72727272727273,79.0,10254545.454545455,1.2727272727272727,72.9090909090909,54.63636363636363,68.0,68.81818181818181,70.72727272727273,1.7372915179041826,75,80,512790.63659090915
77.54545454545455,80.45454545454545,11654545.454545455,1.3636363636363635,72.0909090909091,61.81818181818182,70.72727272727273,60.81818181818182,70.36363636363636,0.9341987329938275,76,79,582791.2595454546
77.27272727272727,80.18181818181819,13945454.545454545,1.2727272727272727,79.0909090909091,70.0909090909091,69.36363636363636,45.36363636363637,70.54545454545455,3.5522080201167583,75,86,697336.6286363638
77.45454545454545,79.0909090909091,10800000.0,1.7272727272727273,76.63636363636364,66.81818181818181,74.72727272727273,69.45454545454545,73.27272727272727,2.3393860888547815,75,81,540066.6393181818
76.81818181818181,77.9090909090909,8500000.0,1.1818181818181819,75.0909090909091,62.18181818181818,68.27272727272727,61.18181818181818,74.0909090909091,1.662418829187267,75,80,425064.0761363636
77.72727272727273,80.54545454545455,16627272.727272727,1.2727272727272727,72.54545454545455,58.72727272727273,62.81818181818182,63.09090909090909,75.54545454545455,2.6866674186027972,75,84,831427.1165909091
78.0909090909091,79.27272727272727,12718181.818181818,1.2727272727272727,72.72727272727273,63.45454545454545,65.9090909090909,63.09090909090909,75.9090909090909,2.467976720090587,75,83,635973.6288636364
77.45454545454545,79.63636363636364,14345454.545454545,1.5454545454545454,73.0,59.09090909090909,65.9090909090909,66.36363636363636,73.18181818181819,3.7246110230099556,75,88,717336.6670454546
78.18181818181819,79.45454545454545,13272727.272727273,1.4545454545454546,71.0909090909091,61.90909090909091,66.81818181818181,59.54545454545455,74.54545454545455,3.7634606897955454,75,84,663700.2236363639
79.18181818181819,82.18181818181819,20909090.90909091,1.6363636363636365,77.45454545454545,66.36363636363636,69.72727272727273,60.09090909090909,75.45454545454545,3.5161962919661303,75,85,1045520.5438636364
79.0,80.27272727272727,17300000.0,2.0,77.0,66.63636363636364,70.63636363636364,57.54545454545455,69.0,4.6475800154489,75,91,865065.084090909
78.9090909090909,81.81818181818181,14302272.727272727,1.8181818181818181,72.54545454545455,65.72727272727273,70.54545454545455,56.90909090909091,72.9090909090909,2.844452335847639,76,86,715178.5115909091
78.0,79.0909090909091,12218181.818181818,1.7272727272727273,70.9090909090909,70.81818181818181,71.27272727272727,48.27272727272727,69.45454545454545,3.1304951684997055,75,84,610972.8879545454
79.0,81.0909090909091,19900000.0,1.6363636363636365,79.63636363636364,75.36363636363636,72.0909090909091,41.27272727272727,69.18181818181819,4.449719092257398,75,87,995064.9904545456
78.81818181818181,82.27272727272727,26272727.272727273,1.5454545454545454,77.0909090909091,70.45454545454545,72.0,49.90909090909091,69.81818181818181,3.7899388337592423,75,87,1313701.4097727274
77.63636363636364,81.18181818181819,13636363.636363637,1.3636363636363635,78.18181818181819,65.36363636363636,69.81818181818181,52.90909090909091,67.36363636363636,3.0090771765684994,75,83,681882.073409091
76.54545454545455,80.18181818181819,9381818.181818182,1.1818181818181819,71.54545454545455,60.72727272727273,67.18181818181819,56.0,67.0909090909091,1.5075567228888183,75,79,469153.1325
77.9090909090909,81.45454545454545,15418181.818181818,1.3636363636363635,71.63636363636364,65.63636363636364,69.54545454545455,53.18181818181818,70.36363636363636,3.207944683268259,75,84,770972.7506818182
77.36363636363636,77.9090909090909,8945454.545454545,1.4545454545454546,72.45454545454545,66.36363636363636,69.9090909090909,60.18181818181818,73.36363636363636,2.656039430156385,75,83,447337.2706818182
78.81818181818181,81.0,18581818.181818184,1.7272727272727273,68.0909090909091,63.18181818181818,71.81818181818181,67.72727272727273,73.45454545454545,3.8423477671387793,75,86,929156.2420454546
79.63636363636364,81.27272727272727,26818181.818181816,1.7272727272727273,74.9090909090909,68.0909090909091,68.9090909090909,61.0,77.18181818181819,4.945153734166962,75,90,1340975.3097727273
77.45454545454545,80.54545454545455,10136363.636363637,1.5454545454545454,66.18181818181819,59.09090909090909,66.0909090909091,58.63636363636363,71.36363636363636,2.6215886925159086,75,83,506880.5529545455
78.54545454545455,81.18181818181819,12454545.454545455,1.5454545454545454,75.36363636363636,64.81818181818181,69.18181818181819,55.63636363636363,68.81818181818181,2.6215886925159086,75,83,622791.4468181818
77.0909090909091,79.72727272727273,11509090.909090908,1.3636363636363635,71.81818181818181,53.72727272727273,65.63636363636364,65.9090909090909,73.0909090909091,3.1766191290283903,75,86,575517.4993181817
77.63636363636364,79.27272727272727,11363636.363636363,1.4545454545454546,69.63636363636364,70.81818181818181,71.0909090909091,53.90909090909091,69.72727272727273,2.975658826973525,75,85,568245.9293181818
78.0909090909091,80.45454545454545,12609090.909090908,1.3636363636363635,67.27272727272727,61.81818181818182,65.0,61.90909090909091,77.54545454545455,2.6628760937957834,75,83,630518.3397727272
78.45454545454545,79.81818181818181,16718181.818181818,1.7272727272727273,72.81818181818181,67.54545454545455,72.45454545454545,60.63636363636363,72.0,3.416537322015855,75,86,835974.4863636363
77.18181818181819,78.27272727272727,10654545.454545455,1.2727272727272727,73.0,61.18181818181818,66.36363636363636,63.54545454545455,71.27272727272727,2.182575626097836,75,83,532790.874318182
76.9090909090909,79.27272727272727,9190909.090909092,1.3636363636363635,76.72727272727273,63.0,69.72727272727273,60.36363636363637,71.9090909090909,1.7002673586554238,75,80,459609.78636363643
77.45454545454545,79.0909090909091,10418181.818181818,1.3636363636363635,71.0909090909091,70.45454545454545,70.36363636363636,53.63636363636363,73.54545454545455,1.916436086262016,75,81,520973.4956818182
78.9090909090909,79.81818181818181,20709090.90909091,1.9090909090909092,76.54545454545455,67.72727272727273,70.36363636363636,54.90909090909091,70.27272727272727,3.9358492210587905,75,87,1035519.4888636365
78.9090909090909,80.63636363636364,21354545.454545453,1.5454545454545454,74.81818181818181,70.18181818181819,74.63636363636364,62.09090909090909,74.72727272727273,3.7803318757629056,75,86,1067794.0356818181
78.0,79.81818181818181,15181818.181818182,1.4545454545454546,70.81818181818181,73.0909090909091,70.63636363636364,52.0,73.9090909090909,2.7202941017470885,75,83,759155.7247727272
78.54545454545455,80.0,13200000.0,1.7272727272727273,69.18181818181819,59.63636363636363,70.45454545454545,66.0909090909091,76.0909090909091,3.0451153135353137,75,86,660064.8088636365
76.0,76.54545454545455,4772727.2727272725,1.2727272727272727,71.27272727272727,60.81818181818182,66.0,65.54545454545455,74.54545454545455,1.3416407864998738,75,79,238699.78977272724
77.63636363636364,80.0,11481818.181818182,1.4545454545454546,73.18181818181819,65.27272727272727,71.45454545454545,67.18181818181819,71.9090909090909,2.656039430156385,75,83,574156.3218181818
78.18181818181819,79.54545454545455,12263636.363636363,1.7272727272727273,73.72727272727273,69.36363636363636,69.0909090909091,47.09090909090909,67.27272727272727,3.81623326902803,75,88,613245.1925
